list_name,name,label,label::Arabic,Governorate,District,Sub_district,
Village,C1114,Maqtal Elzaydi,مقتل الزيدي,SY02,SY0200,SY020002,
Village,C1115,Hober,هوبر,SY02,SY0200,SY020002,
Village,C1116,Kulet Elbweider,كولة البويدر,SY02,SY0200,SY020002,
Village,C1119,Ghaytal - Ghaythal,غيطل_غيظل,SY02,SY0200,SY020002,
Village,C1120,Sheikh Castle,قلعة الشيخ,SY02,SY0200,SY020002,
Village,C1181,Iss,العيس,SY02,SY0200,SY020006,
Village,C1182,Hadher,الحاضر,SY02,SY0200,SY020006,
Village,C1184,Makhala,مكحلة,SY02,SY0200,SY020006,
Village,C1151,Zyare Semaan,زيارة سمعان,SY02,SY0200,SY020005,
Village,C1153,Barqum,برقوم,SY02,SY0200,SY020005,
Village,C1154,Berna,برنة,SY02,SY0200,SY020005,
Village,C1155,Sheikh Ahmed - Zarbah,الشيخ احمد,SY02,SY0200,SY020005,
Village,C1156,Zmar,زمار,SY02,SY0200,SY020005,
Village,C1157,Big Othmaniya,عثمانية كبيرة,SY02,SY0200,SY020005,
Village,C1158,Tal Heddiyeh,تل حدية,SY02,SY0200,SY020005,
Village,C1160,Abad,اباد,SY02,SY0200,SY020005,
Village,C1161,Tal Bajer,تل باجر,SY02,SY0200,SY020005,
Village,C1162,Rasm Eliss,رسم العيس,SY02,SY0200,SY020005,
Village,C1163,Banes,بانص,SY02,SY0200,SY020005,
Village,C1164,Arada,عرادة,SY02,SY0200,SY020005,
Village,C1165,Talafeh,طلافح,SY02,SY0200,SY020005,
Village,C1166,Jeb Kas,جب كاس,SY02,SY0200,SY020005,
Village,C1167,Zeitan,زيتان,SY02,SY0200,SY020005,
Village,C1168,Jazraya,جزرايا,SY02,SY0200,SY020005,
Village,C5878,Bir Elkhafaji,بئر الخفاجي,SY11,SY1102,SY110201,
Village,C5919,Wastet Elhijan,واسطة الهيجان,SY11,SY1102,SY110202,
Village,C1366,Afrin (Afrin),عفرين - مركز عفرين,SY02,SY0203,SY020300,
Village,C5695,Shamiyeh,الشامية,SY11,SY1101,SY110100,
Village,C1643,Mare,مارع,SY02,SY0204,SY020403,
Village,C3549,Issawiyeh - Issa Bakli,العيسوية_عيسى بكلي,SY06,SY0600,SY060004,
Village,C3550,Falah - Qorret Falah,الفلاح_قره فلاح,SY06,SY0600,SY060004,
Village,C3552,Zaytuneh - Zaytunjek,زيتونة_زيتونجوك,SY06,SY0600,SY060004,
Village,C3553,Dafleh - Qorret Tata,الدفلة_قره طاطا,SY06,SY0600,SY060004,
Village,C3554,Ghassaniyeh - Kashish,الغسانية_كشيش,SY06,SY0600,SY060004,
Village,C3555,Qastal Maaf,قسطل معاف,SY06,SY0600,SY060004,
Village,C3470,Stamarkho,ستمرخو,SY06,SY0600,SY060000,
Village,C3472,Maghrit,المغريط,SY06,SY0600,SY060000,
Village,C3476,Shamiyeh / Lattakia,شاميه /اللاذقية/,SY06,SY0600,SY060000,
Village,C1581,Akhtrein,أخترين,SY02,SY0204,SY020401,
Village,C1585,Hardana (Aghtrin),الحردانة - اخترين,SY02,SY0204,SY020401,
Village,C1587,Oweilin,عويلين,SY02,SY0204,SY020401,
Village,C1595,Western Tal Aar,تل عار غربية,SY02,SY0204,SY020401,
Village,C1601,Eastern Tal Battal,تل بطال شرقي,SY02,SY0204,SY020401,
Village,C1608,Gheilaniyeh,الغيلانية,SY02,SY0204,SY020401,
Village,C1659,Dweibeq,دويبق,SY02,SY0204,SY020405,
Village,C1564,Azaz,أعزاز,SY02,SY0204,SY020400,
Village,C1631,Harbal,حربل,SY02,SY0204,SY020403,
Village,C2901,Upper Makhrim,المخرم الفوقاني,SY04,SY0406,SY040600,
Village,C2902,Bab Elhawa (Al Makhrim),باب الهوى - المخرم,SY04,SY0406,SY040600,
Village,C4469,Kharab Ghazal,خراب غزال,SY08,SY0800,SY080004,
Village,C4470,Bseiriyeh,البصيرية,SY08,SY0800,SY080004,
Village,C4471,Bir Elhilu,بئر الحلو,SY08,SY0800,SY080004,
Village,C6414,Aasimiyah,عاصمية,SY02,SY0202,SY020204,
Village,C6417,Kafr Kar,كفركار,SY02,SY0207,SY020702,
Village,C6416,Salihyah (As-Safira),الصالحية - مركز السفيرة,SY02,SY0207,SY020700,
Village,C6415,Tal Naam,تل نعام,SY02,SY0207,SY020700,
Village,C6420,Em Al-Qura,أم القرى,SY02,SY0204,SY020403,
Village,C6419,Sandaf,صندف,SY02,SY0204,SY020403,
Village,C6418,Tal Maled,تل مالد,SY02,SY0204,SY020403,
Village,C6425,Tal Msebin,تل مصيبين,SY02,SY0200,SY020003,
Village,C4773,Lower New Siha,سيحة جديدة تحتاني,SY08,SY0802,SY080203,
Village,C4347,Western Sabe Skur,سبع سكور غربي,SY08,SY0800,SY080000,
Village,C4795,Qutba,قطبة,SY08,SY0802,SY080203,
Village,C4799,Lower Qutba,قطبة تحتاني,SY08,SY0802,SY080203,
Village,C4362,Matl,المطل,SY08,SY0800,SY080000,
Village,C4397,Tal Damshij,تل دمشيج,SY08,SY0800,SY080001,
Village,C4401,Tal Bluah,تل بالوعة,SY08,SY0800,SY080001,
Village,C4405,Ghorra,الغرة,SY08,SY0800,SY080001,
Village,C4967,Upper Abu Manasib,أبو مناصب فوقاني,SY08,SY0803,SY080302,
Village,C4969,Yarobiyah (Ya'robiyah),اليعربية - يعربية,SY08,SY0803,SY080302,
Village,C4841,Maabada,المعبدة,SY08,SY0803,SY080300,
Village,C4884,Bab Elhawa,باب الهوا,SY08,SY0803,SY080300,
Village,C4378,Qaber Amer,قبر عامر,SY08,SY0800,SY080000,
Village,C1466,Upper Dhak - Upper Kolyan ,الضحاك فوقاني_كوليان فوقاني,SY02,SY0203,SY020303,
Village,C1474,Lower Dhak - Kolyan,الضحاك التحتاني_كوليان,SY02,SY0203,SY020303,
Village,C1074,Andan Elsheikh,عندان الشيخ,SY02,SY0200,SY020002,
Village,C1075,Hayyaniyeh,الحيانية,SY02,SY0200,SY020002,
Village,C1078,Tarfawi (Tall Ed-daman),طرفاوي - تل الضمان,SY02,SY0200,SY020002,
Village,C1080,Mansura (Tall Ed-daman),المنصورة - تل الضمان,SY02,SY0200,SY020002,
Village,C1088,Shweihet Elbu Issa,شويحة البو عيسى,SY02,SY0200,SY020002,
Village,C1092,Hilwiyeh,حلوية,SY02,SY0200,SY020002,
Village,C1105,Marhamiya,مرحمية,SY02,SY0200,SY020002,
Village,C1108,Majas,مجاص,SY02,SY0200,SY020002,
Village,C1109,Qaree Elghazal,قرع الغزال,SY02,SY0200,SY020002,
Village,C1838,Kherbet Barguth,خربة برغوث,SY02,SY0205,SY020502,
Village,C1861,Um Tinet Manbaj,أم تينة منبج,SY02,SY0205,SY020502,
Village,C1866,Janat Salameh,جناة سلامة,SY02,SY0205,SY020502,
Village,C1867,Little Western Rasm Elkhamis,رسم الخميس غربي صغير,SY02,SY0205,SY020502,
Village,C1121,Andan,عندان,SY02,SY0200,SY020003,
Village,C1130,Haritan,حريتان,SY02,SY0200,SY020003,
Village,C2870,Ar-Rastan,الرستن,SY04,SY0404,SY040400,
Village,C2914,Sankari,السنكري,SY04,SY0406,SY040600,
Village,C2916,Tal Elward,تل الورد,SY04,SY0406,SY040600,
Village,C2918,Um Jbab,أم جباب,SY04,SY0406,SY040600,
Village,C2939,Abu Qatur,أبو قاطور,SY04,SY0406,SY040601,
Village,C2940,Rasm Hamideh,رسم حميدة,SY04,SY0406,SY040601,
Village,C2953,Western Habra,هبرة غربية,SY04,SY0406,SY040601,
Village,C2954,Maksar Elhisan,مكسر الحصان,SY04,SY0406,SY040601,
Village,C2957,Eastern Habra,هبرة شرقية,SY04,SY0406,SY040601,
Village,C2889,Tadmor,تدمر,SY04,SY0405,SY040500,
Village,C2758,Shabroniyeh,الشبرونية,SY04,SY0403,SY040300,
Village,C2759,Burj Elmaksur,برج المكسور,SY04,SY0403,SY040300,
Village,C2762,Tall Kalakh,تلكلخ,SY04,SY0403,SY040300,
Village,C2765,Beit Qarin,بيت قرين,SY04,SY0403,SY040300,
Village,C2768,Ameriyeh (Tall Kalakh),العامرية - مركز تلكلخ,SY04,SY0403,SY040300,
Village,C2769,Shabaq - Jabaq,الشبق-جبق,SY04,SY0403,SY040300,
