list_name,name,label,label::Arabic,Governorate,District,Sub_district,
Village,C5144,Tabiyet Jazira,طابية جزيرة,SY09,SY0901,SY090105,
Village,C5145,Mathlum,مظلوم,SY09,SY0901,SY090105,
Village,C5146,Mrat,مراط,SY09,SY0901,SY090105,
Village,C5152,Namliyeh,النملية,SY09,SY0901,SY090106,
Village,C5154,Hreiji,الحريجي,SY09,SY0901,SY090106,
Village,C5155,Mweileh (Sur),المويلح - صور,SY09,SY0901,SY090106,
Village,C5161,Moeijel,معيجيل,SY09,SY0901,SY090106,
Village,C5631,Wardiyeh (Sheikh Badr),الوردية - مركز الشيخ بدر,SY10,SY1005,SY100500,
Village,C5634,Bezraile ,بعزرائيل,SY10,SY1005,SY100500,
Village,C5638,Sheikh Badr,الشيخ بدر,SY10,SY1005,SY100500,
Village,C5661,Qamsiyeh,القمصية,SY10,SY1005,SY100502,
Village,C5644,Raqma,الرقمة,SY10,SY1005,SY100501,
Village,C5646,Baramanet Elmashayekh,برمانة المشايخ,SY10,SY1005,SY100501,
Village,C5656,Kaf Elhamam,كاف الحمام,SY10,SY1005,SY100501,
Village,C5339,Ballutiyeh,بلوطية,SY10,SY1002,SY100200,
Village,C5341,Balghunes,بلغونس,SY10,SY1002,SY100200,
Village,C5342,Manzaleh,المنزلة,SY10,SY1002,SY100200,
Village,C5345,Bustan Elnajar,بستان النجار,SY10,SY1002,SY100200,
Village,C5347,Qallue,القلوع,SY10,SY1002,SY100200,
Village,C5349,Abtala,ابتلة,SY10,SY1002,SY100200,
Village,C6243,Ariqa,العريقة,SY13,SY1303,SY130302,
Village,C6244,Smeid,صميد,SY13,SY1303,SY130302,
Village,C6247,Deir Dama,دير داما,SY13,SY1303,SY130302,
Village,C6249,Dama,داما,SY13,SY1303,SY130302,
Village,C6250,Waqm,وقم,SY13,SY1303,SY130302,
Village,C6253,Khalkhaleh,خلخلة,SY13,SY1303,SY130303,
Village,C6255,Thakir,ذكير,SY13,SY1303,SY130303,
Village,C6258,Hazm (Little Sura),حزم - الصورة الصغيرة,SY13,SY1303,SY130303,
Village,C6261,Big Sura,الصورة الكبيرة,SY13,SY1303,SY130303,
Village,C6262,Um Hartein (Little Sura),أم حارتين - الصورة الصغيرة,SY13,SY1303,SY130303,
Village,C6225,Tima,تيما,SY13,SY1303,SY130300,
Village,C6228,Sweimreh (Shahba),السويمرة - مركز شهبا,SY13,SY1303,SY130300,
Village,C6230,Majadel,مجادل,SY13,SY1303,SY130300,
Village,C6196,Shannireh,شنيرة,SY13,SY1302,SY130200,
Village,C6197,Barad,برد,SY13,SY1302,SY130201,
Village,C6204,Maghir (Gharyeh),المغير - الغارية,SY13,SY1302,SY130202,
Village,C6205,Thibeen,ذيبين,SY13,SY1302,SY130203,
Village,C6206,Baka,بكا,SY13,SY1302,SY130203,
Village,C6307,Zhuriyeh,الزهرية,SY04,SY0401,SY040100,
Village,C1488,Meidan Ekbis,ميدان أكبس,SY02,SY0203,SY020303,
Village,C6208,Sheab,الشعاب,SY13,SY1302,SY130204,
Village,C6148,Rima Hazem,ريمة حازم,SY13,SY1300,SY130000,
Village,C6152,Walgha,ولغا,SY13,SY1300,SY130000,
Village,C6159,Rima Ellahf,ريمة اللحف,SY13,SY1300,SY130001,
Village,C6167,Jidya (Mazra'a),جديا - المزرعة,SY13,SY1300,SY130001,
Village,C6170,Tiba (Mashnaf),الطيبة - المشنف,SY13,SY1300,SY130002,
Village,C6174,Ojeilat,العجيلات,SY13,SY1300,SY130002,
Village,C6175,Tarba,طربا,SY13,SY1300,SY130002,
Village,C6176,Kassib,الكسيب,SY13,SY1300,SY130002,
Village,C6180,Um Riwaq,أم رواق,SY13,SY1300,SY130002,
Village,C6305,Mujamaa Hettin,مجمع حطين,SY02,SY0205,SY020503,
Village,C6312,Dream Land,دريم لاند,SY04,SY0402,SY040200,
Village,C6327,Mashrafet Elhallaj,مشرفة الحلاج,SY02,SY0200,SY020002,
Village,C6393,Zuraikat,الزريقات,SY02,SY0203,SY020300,
Village,C6395,Kafrmeez,كفرميز,SY02,SY0203,SY020300,
Village,C6396,Zfnek,زفنك,SY02,SY0203,SY020301,
Village,C6399,Lower-Marwana,مروانة تحتاني,SY02,SY0203,SY020302,
Village,C6400,Mazraet Shlu,مزرعة شلو,SY02,SY0203,SY020306,
Village,C6401,Arab-Shekho,عرب شيخو,SY02,SY0203,SY020306,
Village,C6404,Hasan Klkawi,حسن كلكاوي,SY02,SY0203,SY020303,
Village,C6402,Shekh Bilal,شيخ بلال,SY02,SY0203,SY020303,
Village,C6406,Kalanli,كلانلي,SY02,SY0203,SY020305,
Village,C6405,Alwardya (Sheikh El-Hadid),الوردية - شيخ الحديد,SY02,SY0203,SY020305,
Village,C6431,Om Adas Fars,أم عدس فرس,SY02,SY0205,SY020500,
Village,C6432,Qanat Shekh Tabbash,قناة الشيخ طباش,SY02,SY0205,SY020500,
Village,C6645,Tardeen,تردين,SY06,SY0603,SY060303,
Village,C6644,Nahshba,نحشبا,SY06,SY0603,SY060303,
Village,C6643,Qasatel,القساطل,SY06,SY0603,SY060303,
Village,C6424,Halazon,الحلزون,SY02,SY0200,SY020001,
Village,C6423,Dalha (Suran),دلحة  - صوران,SY02,SY0204,SY020405,
Village,C6519,Al-Shomarah,الشومرة,SY13,SY1303,SY130302,
Village,C6368,Tal Elsafa,تل الصفا,SY08,SY0804,SY080400,
Village,C6370,Bir Noah,بئر نوح,SY08,SY0804,SY080400,
Village,C6371,Southern Khas,خاص جنوبي,SY08,SY0804,SY080401,
Village,C4606,Safana W Akrasha,سفانة وعكرشة,SY08,SY0802,SY080201,
Village,C4608,Big Lower Haswiyeh,حصوية تحتاني كبير,SY08,SY0802,SY080201,
Village,C4835,Lower Sweidiyeh,سويدية تحتاني,SY08,SY0803,SY080300,
Village,C4836,Mustafawiyeh,المصطفاوية,SY08,SY0803,SY080300,
Village,C4734,Mashad - Amuda,مشهد - عامودا,SY08,SY0802,SY080202,
Village,C4741,Nif,نيف,SY08,SY0802,SY080202,
Village,C4756,Bayandur,بياندور,SY08,SY0802,SY080203,
Village,C4757,Tal Elsayed,تل السيد,SY08,SY0802,SY080203,
Village,C4759,Tal Ziwan,تل زيوان,SY08,SY0802,SY080203,
Village,C4760,Suqiyeh,سوقية,SY08,SY0802,SY080203,
Village,C4762,Little Bayaza,بيازة صغيرة,SY08,SY0802,SY080203,
Village,C4763,Big Bayaza,بيازة كبيرة,SY08,SY0802,SY080203,
Village,C4764,Um Krein,أم كرين,SY08,SY0802,SY080203,
Village,C4765,Tal Jihad,تل جهاد,SY08,SY0802,SY080203,
Village,C4767,Abteik ,الابيطخ,SY08,SY0802,SY080203,
Village,C4770,Rotan,روتان,SY08,SY0802,SY080203,
Village,C4771,Tawil (Qahtaniyyeh),طويل - قحطانية,SY08,SY0802,SY080203,
Village,C4772,Alsayed Kandak Sayed,السيد_كندك سيد,SY08,SY0802,SY080203,
Village,C4774,Upper Ghariqa,غريقة فوقاني,SY08,SY0802,SY080203,
Village,C4775,Shil,سحيل,SY08,SY0802,SY080203,
Village,C4776,Lower Ghariqa,غريقة تحتاني,SY08,SY0802,SY080203,
Village,C4777,Tal Sheer Qahtaniyeh,تل شعير قحطانية,SY08,SY0802,SY080203,
Village,C4609,Qadessiyeh (Tal Hmis),القادسية - تل حميس,SY08,SY0802,SY080201,
Village,C4610,Fokhariyeh,الفخارية,SY08,SY0802,SY080201,
Village,C4611,Tal Ahmed,تل أحمد,SY08,SY0802,SY080201,
Village,C4612,Kherbet Elahmir,خربة الأحيمر,SY08,SY0802,SY080201,
Village,C4613,Festat,الفسطاط,SY08,SY0802,SY080201,
Village,C4790,Safieh Qahtaniyeh,صافية قحطانية,SY08,SY0802,SY080203,
Village,C4791,Tal Barham,تل برهم,SY08,SY0802,SY080203,
Village,C4792,Tal Brie - Krie Brie,تل بري_كري بري,SY08,SY0802,SY080203,
Village,C4793,Lower Western Araja,العرجة غربية تحتاني,SY08,SY0802,SY080203,
Village,C4794,Mahrakan,محركان,SY08,SY0802,SY080203,
Village,C4796,Big Lilan,ليلان كبير,SY08,SY0802,SY080203,
Village,C4798,Malabas,ملاعباس,SY08,SY0802,SY080203,
Village,C4801,Nabbuah,نبوعة,SY08,SY0802,SY080203,
Village,C4806,Kherbet Abbas,خربة عباس,SY08,SY0803,SY080300,
Village,C4889,Murtafiah - Al-Malikeyyeh,المرتفعة,SY08,SY0803,SY080300,
Village,C4890,Hassaniyeh (Al-Malikeyyeh),الحسانية - مركز المالكية,SY08,SY0803,SY080300,
Village,C4892,Qalqilya,قلقيلية,SY08,SY0803,SY080300,
Village,C4896,Qasr Eldib,قصر الذيب,SY08,SY0803,SY080300,
Village,C4375,Hilaliyeh,هلالية,SY08,SY0800,SY080000,
Village,C4398,Um Elkeif,أم الكيف,SY08,SY0800,SY080001,
Village,C4402,Qasemiyeh (Tal Tamer),القاسمية - تل تمر,SY08,SY0800,SY080001,
Village,C4403,Salmasa,السلماسة,SY08,SY0800,SY080001,
Village,C4407,Sukkar Elahimer,سكر الأحيمر,SY08,SY0800,SY080001,
Village,C4568,Shark,الشرك,SY08,SY0802,SY080200,
Village,C4569,Hamu,حامـــو,SY08,SY0802,SY080200,
Village,C4572,Al-Qusayr (Quamishli),القصير - مركز القامشلي,SY08,SY0802,SY080200,
Village,C4573,Tal Odeh Quamishli,تل عودة قامشلي,SY08,SY0802,SY080200,
Village,C4936,Mashuq,معشوق,SY08,SY0803,SY080301,
Village,C4937,Qasemiyeh,قاسمية,SY08,SY0803,SY080301,
Village,C4938,Western Jadaawi,جدعاوي غربي,SY08,SY0803,SY080302,
Village,C4939,Harma,الهرمة,SY08,SY0803,SY080302,
Village,C4943,First Tal Elo,تل علو الأولى,SY08,SY0803,SY080302,
Village,C4944,Second Tal Elo,تل علو الثانية,SY08,SY0803,SY080302,
Village,C4946,Alyana,عليانة,SY08,SY0803,SY080302,
Village,C4949,Upper Tal Elo,تل علوفوقاني,SY08,SY0803,SY080302,
Village,C4951,Tal Mashan,تل مشحن,SY08,SY0803,SY080302,
Village,C4952,Sleiman Sari,سليمان ساري,SY08,SY0803,SY080302,
Village,C4953,Big Shofa,الشوفة الكبيرة,SY08,SY0803,SY080302,
Village,C4955,Lower Kherbet Elbir,خربة البير تحتاني,SY08,SY0803,SY080302,
Village,C4956,Safa,الصفا,SY08,SY0803,SY080302,
Village,C4957,Tal Arab,تل عرب,SY08,SY0803,SY080302,
Village,C4978,Kharab Eljir,خراب الجير,SY08,SY0803,SY080302,
Village,C4979,Eastern Fattumeh,فطومة شرقية,SY08,SY0803,SY080302,
Village,C4985,Hakimeh,حكيمة,SY08,SY0804,SY080400,
Village,C4986,Dahmaa,الدهماء,SY08,SY0804,SY080400,
Village,C4987,Kabsh,الكبش,SY08,SY0804,SY080400,
Village,C4989,Safh Ras El Ein,السفح راس العين,SY08,SY0804,SY080400,
Village,C4990,Tal Harmal,تل حرمل,SY08,SY0804,SY080400,
Village,C4991,Western Abdel Salam,عبد السلام غربي,SY08,SY0804,SY080400,
Village,C4576,Mluk Sray,ملوك سراي,SY08,SY0802,SY080200,
Village,C4577,Haram Sheikho,هرم شيخو,SY08,SY0802,SY080200,
Village,C4578,Haram Hassan,هرم حسن,SY08,SY0802,SY080200,
Village,C4581,Naqara,نقارة,SY08,SY0802,SY080200,
Village,C4959,Ali Agha,علي آغا,SY08,SY0803,SY080302,
Village,C4960,Tal Dweim,تل دويم,SY08,SY0803,SY080302,
Village,C4961,Hurriyeh (Ya'robiyah),الحرية - يعربية,SY08,SY0803,SY080302,
Village,C4963,Hreishieh,الحريشية,SY08,SY0803,SY080302,
Village,C4965,Jneidiyeh,الجنيدية,SY08,SY0803,SY080302,
Village,C4966,Hasna (Ya'robiyah),الحسناء,SY08,SY0803,SY080302,
Village,C4968,Fadghamiyeh,الفدغمية,SY08,SY0803,SY080302,
Village,C4973,Upper Um Kheif,أم كهيف فوقاني,SY08,SY0803,SY080302,
Village,C4976,Haddad,حداد,SY08,SY0803,SY080302,
Village,C4977,Khweitleh Yarubiyeh,خويتلة يعربية,SY08,SY0803,SY080302,
Village,C4808,Saideh - Al-Malikeyyeh,السعيدة,SY08,SY0803,SY080300,
Village,C4810,Sehiyeh,الصحية,SY08,SY0803,SY080300,
Village,C4811,Bostan (Al-Malikeyyeh),البستان - مركز المالكية,SY08,SY0803,SY080300,
Village,C4814,Tubiyeh,الطويبة,SY08,SY0803,SY080300,
Village,C4817,Khan Eljabal,خان الجبل,SY08,SY0803,SY080300,
Village,C4818,Tal Adas,تل عدس,SY08,SY0803,SY080300,
Village,C4820,Hallaq,حــلاق,SY08,SY0803,SY080300,
Village,C4821,Najaf,النجف,SY08,SY0803,SY080300,
Village,C4822,Tabaqa,الطبقة,SY08,SY0803,SY080300,
Village,C4823,Kharab Abu Ghaleb,خراب أبو غالب,SY08,SY0803,SY080300,
Village,C4824,Mansura (Al-Malikeyyeh),المنصورة - مركز المالكية,SY08,SY0803,SY080300,
Village,C4827,Marja,المرجـــة,SY08,SY0803,SY080300,
Village,C4828,Tal Zyara,تل زيارة,SY08,SY0803,SY080300,
Village,C4832,Hikmiyeh,الحكمية,SY08,SY0803,SY080300,
Village,C4842,Lower Arar,عرعور تحتاني,SY08,SY0803,SY080300,
Village,C4847,Abu Qeir,أبو قير,SY08,SY0803,SY080300,
Village,C4882,Tal Elsedeq,تل الصدق,SY08,SY0803,SY080300,
Village,C4886,Tal Eldiq,تل الضيق,SY08,SY0803,SY080300,
Village,C4386,Tawileh,الطويلة,SY08,SY0800,SY080001,
Village,C4387,Eastern Tal Hamam,تل حمام شرقي,SY08,SY0800,SY080001,
Village,C4393,Tal Nasra,تل نصرى,SY08,SY0800,SY080001,
Village,C4395,Mutawaseta (Tal Tamer),المتوسطة - تل تمر,SY08,SY0800,SY080001,
Village,C4582,Hayahi,هياهي,SY08,SY0802,SY080200,
Village,C4583,Ghaybi,غيبي,SY08,SY0802,SY080200,
Village,C4678,Qayrawan Tal Hmis,قيروان تل حميس,SY08,SY0802,SY080201,
Village,C4679,Hamdan,همدان,SY08,SY0802,SY080201,
Village,C4680,Wael,وائل,SY08,SY0802,SY080201,
Village,C4681,Msheirfet Elhomor,مشيرفة الحمر,SY08,SY0802,SY080201,
Village,C4590,Kharab Elmahar,خراب المهار,SY08,SY0802,SY080201,
Village,C4591,Tawarij Elghaanah,طواريج الغرقانة,SY08,SY0802,SY080201,
Village,C4593,Kharijet Tal Hmis,خريجة تل حميس,SY08,SY0802,SY080201,
Village,C4594,Taghleb,تغلب,SY08,SY0802,SY080201,
Village,C4596,Hdeibiyeh,الحديبية,SY08,SY0802,SY080201,
Village,C4597,Tal Ghazal (Tal Hmis),تل غزال - تل حميس,SY08,SY0802,SY080201,
Village,C4598,Tal Anbar (Tal Hmis),تل عنبر - تل حميس,SY08,SY0802,SY080201,
Village,C4599,Rashidiyeh,الراشدية,SY08,SY0802,SY080201,
Village,C4601,Tarahiyeh - Sheikh Salem,طراحية_شيخ سالم,SY08,SY0802,SY080201,
Village,C4603,Little Upper Haswiyeh,حصوية فوقاني صغير,SY08,SY0802,SY080201,
Village,C4604,Zarqaa,الزرقاء,SY08,SY0802,SY080201,
Village,C4615,Ghassan,غسان,SY08,SY0802,SY080201,
Village,C4617,Abu Khazaf,أبو خزف,SY08,SY0802,SY080201,
Village,C4619,Led Tal Hmis,اللد تل حميس,SY08,SY0802,SY080201,
Village,C4620,Zbaa,الزباء,SY08,SY0802,SY080201,
Village,C5402,Jofin (Qadmous),جوفين - القدموس,SY10,SY1006,SY100602,
Village,C5404,Qadmous,القدموس,SY10,SY1006,SY100602,
Village,C5405,Bab Elnur,باب النور,SY10,SY1006,SY100602,
Village,C5411,Sadana,السعدانة,SY10,SY1006,SY100602,
Village,C5413,Salluriyeh,السلورية,SY10,SY1006,SY100602,
Village,C5417,Mqarmideh,المقرمدة,SY10,SY1006,SY100602,
Village,C5418,Dweileyeh,الدويلية,SY10,SY1006,SY100602,
Village,C5422,Ein Qadib,عين قضيب,SY10,SY1006,SY100602,
Village,C5424,Fneiteq,فنيتق,SY10,SY1006,SY100602,
Village,C5426,Kaf Eljaa,كاف الجاع,SY10,SY1006,SY100602,
Village,C5576,Shweihdat,الشويهدات,SY10,SY1004,SY100400,
Village,C5582,Jbab - Dreikish,الجباب,SY10,SY1004,SY100400,
Village,C5588,Dweila - Dreikish,الدويلية - الدريكيش,SY10,SY1004,SY100401,
Village,C5590,Ein Eljajeh,عين الجاجة,SY10,SY1004,SY100401,
Village,C5597,Krafs,كرفس,SY10,SY1004,SY100401,
Village,C5601,Joret Eljawamis,جورة الجواميس,SY10,SY1004,SY100402,
Village,C5604,Milaja (Hamin),الملاجة - حمين,SY10,SY1004,SY100402,
Village,C6467,Al-Jadideh (Quamishli),الجديدة - مركز القامشلي,SY08,SY0802,SY080200,
Village,C6473,Jazaa,جزعة,SY08,SY0802,SY080201,
Village,C5472,Safita,صافيتا,SY10,SY1003,SY100300,
Village,C5476,Beshraile,بشرائيل,SY10,SY1003,SY100300,
Village,C5477,Naasat,النعاصات,SY10,SY1003,SY100300,
Village,C5483,Maab - Obin,المآب - أوبين,SY10,SY1003,SY100300,
Village,C5486,Baamra (Safita),بعمرة - مركز صافيتا,SY10,SY1003,SY100300,
Village,C5491,Karm Mgheizel,كرم مغيزل,SY10,SY1003,SY100300,
Village,C5495,Yazidiyet Hamdan,يازدية حمدان,SY10,SY1003,SY100300,
Village,C5509,Mashta Elhiu,مشتى الحلو,SY10,SY1003,SY100301,
Village,C5510,Mlihet Dweir Elmaluah,مليحة دوير الملوعة,SY10,SY1003,SY100301,
Village,C5530,Beit - Elsafyeh,بعيت_الصافية,SY10,SY1003,SY100304,
Village,C5537,Habrun,حبرون,SY10,SY1003,SY100304,
Village,C5542,Dreikish Zreib,دريكيش زريب,SY10,SY1003,SY100304,
Village,C5543,Dweir Elteiee,دوير الطليعي,SY10,SY1003,SY100304,
Village,C5544,Tleiee,الطليعي,SY10,SY1003,SY100304,
Village,C5545,Sisniyyeh,السيسنية,SY10,SY1003,SY100304,
Village,C5550,Ras Mandu,رأس مندو,SY10,SY1003,SY100305,
Village,C5212,Bileh,بيلة,SY10,SY1000,SY100000,
Village,C5217,Khreibat,الخريبات,SY10,SY1000,SY100000,
Village,C5219,Bakriyeh,بكرية,SY10,SY1000,SY100000,
Village,C5231,Jdeita,جديتة,SY10,SY1000,SY100000,
Village,C5236,Sheikh Saed (Tartous),الشيخ سعد - مركز طرطوس,SY10,SY1000,SY100000,
Village,C5328,Rihaniya - Safsafa,الريحانية,SY10,SY1000,SY100006,
Village,C5330,Bhoza,بحوزى,SY10,SY1000,SY100006,
Village,C5335,Kafrfu,كفرفو,SY10,SY1000,SY100006,
Village,C5498,Battar,البطار,SY10,SY1003,SY100301,
Village,C5251,Badriyeh (Tartous),بدرية - مركز طرطوس,SY10,SY1000,SY100000,
Village,C5256,Majdalun Elbahr,مجدلون البحر,SY10,SY1000,SY100000,
Village,C5265,Jweismeh,جويميسة,SY10,SY1000,SY100002,
Village,C4621,Big Balqis,بلقيس كبيرة,SY08,SY0802,SY080201,
Village,C4624,Skiriyeh,سكيرية,SY08,SY0802,SY080201,
Village,C4626,Wahabiyeh,الوهابية,SY08,SY0802,SY080201,
Village,C4627,Western Tuhama,تهامة غربية,SY08,SY0802,SY080201,
Village,C4628,Sadiyeh,السعدية,SY08,SY0802,SY080201,
Village,C4629,Khweitleh Reidat,خويتلة رعيدات,SY08,SY0802,SY080201,
Village,C4630,Um Gadir,أم غدير,SY08,SY0802,SY080201,
Village,C4632,Tal Maaruf,تل معروف,SY08,SY0802,SY080201,
Village,C4633,Eastern Tal Steeh,تل سطيح شرقي,SY08,SY0802,SY080201,
Village,C4525,Shamasiyeh,شماسية,SY08,SY0802,SY080200,
Village,C4530,Dudan,دودان,SY08,SY0802,SY080200,
Village,C4532,Rashwaniyeh,الرشوانية,SY08,SY0802,SY080200,
Village,C4534,Tal Fares,تل فارس,SY08,SY0802,SY080200,
Village,C4535,Kherbet Elqdi,خربة القاضي,SY08,SY0802,SY080200,
Village,C4537,Nejem,النجم,SY08,SY0802,SY080200,
Village,C4539,Big Dankhiyeh,دمخية كبيرة,SY08,SY0802,SY080200,
Village,C4540,Tal Kif Anz,تل كيف عنز,SY08,SY0802,SY080200,
Village,C4543,Abu Rasin Quamishli,أبو راسين قامشلي,SY08,SY0802,SY080200,
Village,C4546,Takht Elshmasiyeh,تخت الشماسية,SY08,SY0802,SY080200,
Village,C4547,Upper Big Um Jfar ,أم جفار فوقاني كبير,SY08,SY0802,SY080200,
Village,C4551,Akula Quamishli,عاكولة قامشلي,SY08,SY0802,SY080200,
Village,C4552,Abu Jala,أبو جلال,SY08,SY0802,SY080200,
Village,C4553,Rejm (Quamishli),الرجم - مركز القامشلي,SY08,SY0802,SY080200,
Village,C4554,Jaddue,جدوع,SY08,SY0802,SY080200,
Village,C4557,Buladiyeh,البولادية,SY08,SY0802,SY080200,
Village,C4558,Kherbet Daher,خربة ضاهر,SY08,SY0802,SY080200,
Village,C4560,Rehiyeh,رحية,SY08,SY0802,SY080200,
Village,C4561,Tal Eid,تل عيد,SY08,SY0802,SY080200,
Village,C4563,Kherbet Antar,خربة عنتر,SY08,SY0802,SY080200,
Village,C4564,Quamishli,القامشلي,SY08,SY0802,SY080200,
Village,C4565,Razaza - Quamishli,رزازة,SY08,SY0802,SY080200,
Village,C4567,Kherbet Amu ,خربة عمو,SY08,SY0802,SY080200,
Village,C4849,Tal Jmal,تل جمال,SY08,SY0803,SY080300,
Village,C4859,Ghassaniyeh (Al-Malikeyyeh),الغسانية - مركز المالكية,SY08,SY0803,SY080300,
Village,C4860,Tlin,التلين,SY08,SY0803,SY080300,
Village,C4862,Hinnawiyeh,حناوية,SY08,SY0803,SY080300,
Village,C4864,Ein Elkhadra,عين الخضراء,SY08,SY0803,SY080300,
Village,C4866,Yusefiyeh,اليوسفية,SY08,SY0803,SY080300,
Village,C4868,Sabe Jfar (Al-Malikeyyeh),سبع جفار - مركز المالكية,SY08,SY0803,SY080300,
Village,C4871,Tal Eldurra,تل الدرة,SY08,SY0803,SY080300,
Village,C4872,Tal Hamdan,تل حمدان,SY08,SY0803,SY080300,
Village,C4873,Hiyaka,حياكة,SY08,SY0803,SY080300,
Village,C4874,Tal Elawar,تل الأعور,SY08,SY0803,SY080300,
Village,C4877,Raheiba (Al-Malikeyyeh),الرحيبة - مركز المالكية,SY08,SY0803,SY080300,
Village,C4878,Zheiriyeh,زهيرية,SY08,SY0803,SY080300,
Village,C4879,Kharab Bonyan,خراب بنيان,SY08,SY0803,SY080300,
Village,C6066,Um Elqosur,أم القصور,SY12,SY1202,SY120201,
Village,C6081,Deir Eladas,دير العدس,SY12,SY1202,SY120202,
Village,C6082,Deir Elbakht,دير البخت,SY12,SY1202,SY120202,
Village,C6083,Ghabagheb,غباغب,SY12,SY1202,SY120202,
Village,C6085,Tiha,الطيحة,SY12,SY1202,SY120202,
Village,C6088,Mothabin,موثبين,SY12,SY1202,SY120202,
Village,C6089,Kafr Nassij,كفر ناسج,SY12,SY1202,SY120202,
Village,C6091,Mankat Elhatab,منكت الحطب,SY12,SY1202,SY120202,
Village,C6004,Smad (Busra Esh-Sham),صماد - بصرى الشام,SY12,SY1200,SY120001,
Village,C6015,Lweiheq,اللويحق,SY12,SY1200,SY120003,
Village,C6026,Mseitriyeh,مسيرتية,SY12,SY1200,SY120003,
Village,C5185,Bubadran,البوبدران,SY09,SY0902,SY090203,
Village,C5087,Upper Safira,سفيرة فوقاني,SY09,SY0901,SY090100,
Village,C5093,Zghir Jazireh,زغير جزيرة,SY09,SY0901,SY090101,
Village,C5097,Ali,العلي,SY09,SY0901,SY090101,
Village,C5100,Jazaret Elbuhmeid,جزرة البوحميد,SY09,SY0901,SY090101,
Village,C5102,Sawa - Kisreh,الصعوة,SY09,SY0901,SY090101,
Village,C5103,Jazaret Milaj,جزرة ميلاج,SY09,SY0901,SY090101,
Village,C5123,Abed,العبد,SY09,SY0901,SY090103,
Village,C5124,Mreiyeh,المريعية,SY09,SY0901,SY090103,
Village,C5128,Zghir Shamiyeh,زغير شامية,SY09,SY0901,SY090104,
Village,C5131,Tabni,التبني,SY09,SY0901,SY090104,
Village,C5350,Herf Bnomra,حرف بنمرة,SY10,SY1002,SY100200,
Village,C5351,Eneineizeh,عنينيزه,SY10,SY1002,SY100200,
Village,C5352,Harisun - Qamue,حريصون_القاموع,SY10,SY1002,SY100200,
Village,C5355,Tanita,تعنيتا,SY10,SY1002,SY100200,
Village,C5356,Kharibeh,خريبة,SY10,SY1002,SY100200,
Village,C5358,Deir Elbishel,دير البشل,SY10,SY1002,SY100200,
Village,C5361,Thoba,ذوبه,SY10,SY1002,SY100200,
Village,C5362,Adimeh,عديمة,SY10,SY1002,SY100200,
Village,C5363,Ras Elwata,رأس الوطى,SY10,SY1002,SY100200,
Village,C5364,Shafi Ruh,شافي روح,SY10,SY1002,SY100200,
Village,C5366,Muzaree,المزارع,SY10,SY1002,SY100200,
Village,C5368,Asibiyeh,عصيبية,SY10,SY1002,SY100200,
Village,C5369,Marqab,المرقب,SY10,SY1002,SY100200,
Village,C5370,Barmaya,بارمايا,SY10,SY1002,SY100200,
Village,C5372,Faresh Kaabiyeh,فارش كعبية,SY10,SY1002,SY100200,
Village,C5374,Mhorteh,محورتة,SY10,SY1002,SY100200,
Village,C5378,Mqaabariyeh,المقعبرية,SY10,SY1002,SY100201,
Village,C5380,Jneineh (Rawda),الجنينة - الروضة,SY10,SY1002,SY100201,
Village,C5386,Shandakha,شندخة,SY10,SY1006,SY100601,
Village,C5387,Ghorziyeh,الغرزية,SY10,SY1006,SY100601,
Village,C5388,Kherbet Elsindyana (Anaza),خربة السنديانة - العنازة,SY10,SY1006,SY100601,
Village,C5389,Beit Jash,بيت جاش,SY10,SY1006,SY100601,
Village,C5394,Jdideh (Anaza),جديدة - العنازة,SY10,SY1006,SY100601,
Village,C5396,Marana (Anaza),مرانة - العنازة,SY10,SY1006,SY100601,
Village,C5397,Masiyat,مصيات,SY10,SY1006,SY100601,
Village,C5398,Namu Eljerd,نعمو الجرد,SY10,SY1006,SY100601,
Village,C5400,Frukhiyeh,فروخية,SY10,SY1006,SY100601,
Village,C5429,Karim (Hamam Wasil),الكريم - حمام واصل,SY10,SY1006,SY100603,
Village,C5440,Haddada (Tawahin),حدادة - الطواحين,SY10,SY1006,SY100604,
Village,C5441,Blusine,بلوسين,SY10,SY1006,SY100604,
Village,C5443,Nawatif,النواطيف,SY10,SY1006,SY100604,
Village,C5444,Deir Eljerd,دير الجرد,SY10,SY1006,SY100604,
Village,C5445,Ram Terzeh,رام ترزة,SY10,SY1006,SY100604,
Village,C5446,Badoqa,بدوقه,SY10,SY1006,SY100604,
Village,C6455,Um Hojairah,ام حجيرة,SY08,SY0800,SY080002,
Village,C6529,Al-Shola,الشولة,SY09,SY0901,SY090100,
Village,C6443,Uwaynat Al Bazzun ,العوينات البزون,SY08,SY0800,SY080000,
Village,C6445,Rujm Sirran ,رجم سيران,SY08,SY0800,SY080000,
Village,C6446,Al Faydat,الفيضات,SY08,SY0800,SY080000,
Village,C6366,Amer,عامر,SY08,SY0802,SY080200,
Village,C6367,Eastern Alyeh,العالية الشرقية,SY08,SY0804,SY080400,
Village,C6369,Western Alyeh,العالية الغربية,SY08,SY0804,SY080400,
Village,C6372,Western Alia,عالية غربية,SY08,SY0804,SY080401,
Village,C6373,Motasallem,متسلم,SY08,SY0804,SY080401,
Village,C4607,Abu Tweineh,أبو توينة,SY08,SY0802,SY080201,
Village,C4833,Lower Rmeilan,رميلان تحتاني,SY08,SY0803,SY080300,
